0.000000000000000000e+00 4.056572807032804478e-14
6.411413578754679432e-02 4.674305067884239051e-01
1.282282715750935886e-01 9.341780441040038463e-01
1.923424073626403830e-01 1.399225858100457520e+00
2.564565431501871773e-01 1.861587520850300770e+00
3.205706789377339438e-01 2.320217694212451054e+00
3.846848147252807659e-01 2.775426933066763802e+00
4.487989505128275880e-01 3.224791079291712048e+00
5.129130863003743546e-01 3.668606078676875715e+00
5.770272220879211211e-01 4.104880267559177121e+00
6.411413578754678877e-01 4.534446425176306583e+00
7.052554936630147653e-01 4.954494254118416485e+00
7.693696294505615318e-01 5.364041712279180807e+00
8.334837652381082984e-01 5.764760891920984065e+00
8.975979010256551760e-01 6.153783302441335756e+00
9.617120368132019426e-01 6.530080909682472345e+00
1.025826172600748709e+00 6.892583400383373693e+00
1.089940308388295476e+00 7.242708357108408102e+00
1.154054444175842242e+00 7.577044962127345684e+00
1.218168579963389009e+00 7.893000482294755926e+00
1.282282715750935775e+00 8.194079533220449463e+00
1.346396851538482764e+00 8.474134124636227838e+00
1.410510987326029531e+00 8.737465943470654750e+00
1.474625123113576297e+00 8.977916618031240858e+00
1.538739258901123064e+00 9.193681659683642593e+00
1.602853394688669830e+00 9.389809881409679093e+00
1.666967530476216597e+00 9.560248664778589145e+00
1.731081666263763363e+00 9.710380521152524480e+00
1.795195802051310352e+00 9.828230274772794317e+00
1.859309937838857119e+00 9.913199770412486345e+00
1.923424073626403885e+00 9.976318648407673351e+00
1.987538209413950652e+00 1.000391248002063271e+01
2.051652345201497418e+00 9.994972479977318969e+00
2.115766480989044407e+00 9.949126215528146133e+00
2.179880616776590951e+00 9.869778335943427905e+00
2.243994752564137940e+00 9.749630306666938750e+00
2.308108888351684485e+00 9.582273779593620588e+00
2.372223024139231473e+00 9.364667382316282485e+00
2.436337159926778018e+00 9.107188254257650328e+00
2.500451295714325006e+00 8.794238351055318148e+00
2.564565431501871551e+00 8.420317172118844340e+00
2.628679567289418539e+00 7.980889301677207115e+00
2.692793703076965528e+00 7.460599635181686118e+00
2.756907838864512073e+00 6.882180567012055050e+00
2.821021974652059061e+00 6.202351115017062710e+00
2.885136110439605606e+00 5.407348052967322793e+00
2.949250246227152594e+00 4.496232692025206035e+00
3.013364382014699139e+00 3.403751442049765430e+00
3.077478517802246127e+00 2.093573915904993310e+00
3.141592653589793116e+00 6.848369064216831379e-15
