% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
1.81881679945 2.14933474611
1.98416378121 1.95992797289
2.14951076298 1.75122604823
2.31485774475 1.52223539676
2.48020472652 1.2720464529
2.64555170829 0.998564214704
2.81089869005 0.740675656263
2.97624567182 0.371607054625
3.14159265359 0
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
% phi   E_g
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
1.81881679945 2.14933474611
1.98416378121 1.95992797289
2.14951076298 1.75122604823
2.31485774475 1.52223539676
2.48020472652 1.2720464529
2.64555170829 0.998564214704
2.81089869005 0.740675656263
2.97624567182 0.371607054625
3.14159265359 0
% phi   E_g
0.0 3.12108072048
% phi   E_g
0.0 3.12108072048
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
1.81881679945 2.14933474611
1.98416378121 1.95992797289
2.14951076298 1.75122604823
2.31485774475 1.52223539676
2.48020472652 1.2720464529
2.64555170829 0.998564214704
2.81089869005 0.740675656263
2.97624567182 0.371607054625
3.14159265359 0
% phi   E_g
% phi   E_g
% phi   E_g
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
1.81881679945 2.14933474611
1.98416378121 1.95992797289
2.14951076298 1.75122604823
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
1.81881679945 2.14933474611
1.98416378121 1.95992797289
2.14951076298 1.75122604823
2.31485774475 1.52223539676
2.48020472652 1.2720464529
2.64555170829 0.998564214704
2.81089869005 0.699828966747
2.97624567182 0.370780710275
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
0.330693963536 3.08838344064
0.496040945304 3.04885760759
0.661387927072 2.9955085757
0.826734908839 2.92418214012
0.992081890607 2.83643485671
1.15742887238 2.73182109968
1.32277585414 2.61300795089
1.48812283591 2.475890105
1.65346981768 2.32123687407
1.81881679945 2.14933474611
1.98416378121 1.95992797289
2.14951076298 1.75122604823
2.31485774475 1.52223539676
2.48020472652 1.2720464529
2.64555170829 0.998564214704
2.81089869005 0.740675656263
2.97624567182 0.371607054625
3.14159265359 0
% phi   E_g
0.0 0
0.165346981768 0
0.330693963536 0
0.496040945304 0
0.661387927072 0
0.826734908839 0
0.992081890607 0
1.15742887238 0
% phi   E_g
% phi   E_g
0.0 3.12108072048
% phi   E_g
0.0 3.12108072048
0.165346981768 3.1124151461
% phi   E_g
0.0 3.12108072048
